City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
286,Taoudenni,ML,22.6783,-3.9836,76.71,18,1,5.61,clear sky,0.0,0.0
287,Ulaanbaatar,MN,47.9077,106.8832,-3.87,71,0,0.0,clear sky,0.0,0.0
288,Sur,OM,22.5667,59.5289,75.06,56,1,8.3,clear sky,0.0,0.0
289,Octeville,FR,49.6261,-1.6435,55.92,94,90,16.11,overcast clouds,0.0,0.0
290,Nara,JP,34.6851,135.8049,63.68,52,61,6.89,broken clouds,0.0,0.0
291,Buckeye,US,33.3703,-112.5838,90.21,17,0,0.0,clear sky,0.0,0.0
292,Jacala,MX,21.0167,-99.1833,53.96,89,9,4.59,clear sky,0.0,0.0
293,Bachaquero,VE,9.9694,-71.1494,81.88,72,51,3.33,broken clouds,0.0,0.0
294,Sinnamary,GF,5.3833,-52.95,79.11,85,99,7.56,overcast clouds,0.0,0.0
295,San Patricio,US,28.017,-97.5169,67.84,52,0,7.31,clear sky,0.0,0.0
296,Astana,KZ,51.1801,71.446,24.75,54,0,15.66,clear sky,0.0,0.0
297,Haines Junction,CA,60.7522,-137.5108,30.83,91,99,2.62,overcast clouds,0.0,0.0
298,Jizan,SA,17.3333,42.6667,82.76,61,1,2.26,clear sky,0.0,0.0
299,Mwanza,TZ,-2.5167,32.9,72.23,74,68,5.64,broken clouds,0.0,0.0
300,Sarangani,PH,5.4033,125.4636,84.85,71,98,16.55,overcast clouds,0.0,0.0
301,Shahr-E Babak,IR,30.1165,55.1186,47.48,70,76,1.52,broken clouds,0.0,0.0
302,Hamilton,US,39.1834,-84.5333,49.1,63,2,2.15,clear sky,0.0,0.0
303,Buchanan,LR,5.8808,-10.0467,76.87,89,82,3.76,moderate rain,2.16,0.0
304,Guerrero Negro,MX,27.9769,-114.0611,70.34,69,42,11.21,scattered clouds,0.0,0.0
305,Konevo,RU,62.1215,39.3192,35.69,85,100,6.82,overcast clouds,0.0,0.0
306,Oistins,BB,13.0667,-59.5333,80.69,78,40,14.97,scattered clouds,0.0,0.0
307,Paragominas,BR,-2.9667,-47.4833,78.73,74,100,3.62,overcast clouds,0.0,0.0
308,Ponta Do Sol,PT,32.6667,-17.1,67.71,68,56,8.75,broken clouds,0.0,0.0
309,Camara De Lobos,PT,32.6333,-16.9667,67.71,85,40,1.99,scattered clouds,0.0,0.0
310,Sinegorye,RU,62.0788,150.477,20.12,93,100,4.45,overcast clouds,0.0,0.0
311,Jackson,US,42.4165,-122.8345,52.75,59,90,10.36,overcast clouds,0.0,0.0
312,Kadayanallur,IN,9.0833,77.35,73.71,88,100,3.2,overcast clouds,0.0,0.0
313,Hasaki,JP,35.7333,140.8333,55.8,66,100,10.07,moderate rain,1.89,0.0
314,Husavik,IS,66.0449,-17.3389,34.95,98,100,8.12,light rain,0.61,0.0
315,Coihaique,CL,-45.5752,-72.0662,60.75,36,0,6.91,clear sky,0.0,0.0
316,Jurmala,LV,56.968,23.7704,39.22,100,75,6.91,broken clouds,0.0,0.0
317,Anadyr,RU,64.75,177.4833,-6.52,98,92,4.94,overcast clouds,0.0,0.0
318,Galveston,US,29.3669,-94.9669,65.97,70,0,5.68,clear sky,0.0,0.0
319,Mattru,SL,7.6244,-11.8332,74.17,96,87,3.29,light rain,0.15,0.0
320,Alamosa,US,37.4695,-105.87,58.51,19,1,9.22,clear sky,0.0,0.0
321,Cacoal,BR,-11.4386,-61.4472,73.08,97,100,1.7,overcast clouds,0.0,0.0
322,Maniitsoq,GL,65.4167,-52.9,25.54,65,67,10.58,broken clouds,0.0,0.0
323,Birao,CF,10.2849,22.7882,77.45,33,49,4.18,scattered clouds,0.0,0.0
324,Tevaitoa,PF,-16.7833,-151.5,80.47,67,99,3.98,overcast clouds,0.0,0.0
325,Berlevag,NO,70.8578,29.0864,32.68,62,100,11.63,overcast clouds,0.0,0.0
326,Alta Floresta,BR,-9.8756,-56.0861,70.79,99,100,2.98,overcast clouds,0.0,0.0
327,Pisco,PE,-13.7,-76.2167,64.02,88,30,0.38,scattered clouds,0.0,0.0
328,Chunskiy,RU,56.0815,99.6342,26.42,87,100,9.46,overcast clouds,0.0,0.0
329,Imeni Poliny Osipenko,RU,52.4201,136.4853,21.13,30,0,7.56,clear sky,0.0,0.0
330,Dolores,AR,-36.3132,-57.6792,50.23,75,97,8.41,overcast clouds,0.0,0.0
331,Labrea,BR,-7.2586,-64.7981,74.5,97,99,2.89,moderate rain,1.87,0.0
332,Kamskiye Polyany,RU,55.4307,51.4171,36.41,84,100,18.23,overcast clouds,0.0,0.0
333,Huarmey,PE,-10.0681,-78.1522,66.06,82,42,9.82,scattered clouds,0.0,0.0
334,Stornoway,GB,58.2093,-6.3865,47.93,74,26,37.65,scattered clouds,0.0,0.0
335,Okakarara,NA,-20.5833,17.4333,75.72,20,100,6.58,overcast clouds,0.0,0.0
336,Obo,CF,5.3998,26.4869,69.78,89,73,2.35,broken clouds,0.0,0.0
337,Balkhash,KZ,46.844,74.9804,29.61,27,1,5.68,clear sky,0.0,0.0
338,Kenora,CA,49.8167,-94.4337,50.77,71,72,5.01,broken clouds,0.0,0.0
339,Zeya,RU,53.75,127.2667,15.93,41,72,0.87,broken clouds,0.0,0.0
340,Rio Claro,BR,-22.4114,-47.5614,71.8,55,47,7.18,scattered clouds,0.0,0.0
341,Narsaq,GL,60.9167,-46.05,25.02,76,99,8.66,overcast clouds,0.0,0.0
342,Banamba,ML,13.55,-7.45,82.11,31,4,3.89,clear sky,0.0,0.0
343,Zharkent,KZ,44.1628,80.0,23.14,42,0,3.09,clear sky,0.0,0.0
344,Hualmay,PE,-11.0964,-77.6139,65.84,81,48,10.22,scattered clouds,0.0,0.0
345,Hobyo,SO,5.3505,48.5268,79.47,70,74,6.06,broken clouds,0.0,0.0
346,Vanimo,PG,-2.6741,141.3028,84.96,64,85,5.19,overcast clouds,0.0,0.0
347,Maragogi,BR,-9.0122,-35.2225,78.75,86,6,10.29,clear sky,0.0,0.0
348,Ormara,PK,25.2088,64.6357,76.82,51,0,4.83,clear sky,0.0,0.0
349,West Melbourne,US,28.0717,-80.6534,61.99,87,90,19.57,overcast clouds,0.0,0.0
350,Fare,PF,-16.7,-151.0167,80.17,69,99,4.72,overcast clouds,0.0,0.0
351,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.37,65,2,6.8,clear sky,0.0,0.0
352,Cacu,BR,-18.5567,-51.1308,83.35,46,97,6.15,overcast clouds,0.0,0.0
353,Atar,MR,20.5169,-13.0499,75.15,30,15,7.9,few clouds,0.0,0.0
354,Kiunga,PG,-6.1219,141.2906,78.55,86,100,2.51,overcast clouds,0.0,0.0
355,Saint-Augustin,CA,51.226,-58.6502,36.36,86,95,12.41,overcast clouds,0.0,0.0
356,Marawi,PH,7.9986,124.2928,73.65,81,87,0.87,overcast clouds,0.0,0.0
357,Selikhino,RU,50.3672,137.4996,23.09,48,1,12.41,clear sky,0.0,0.0
358,Manicore,BR,-5.8092,-61.3003,73.2,98,100,3.18,overcast clouds,0.0,0.0
359,Cherskiy,RU,68.75,161.3,16.88,95,100,11.03,light snow,0.0,0.33
360,Nome,US,64.5011,-165.4064,12.22,87,41,5.35,scattered clouds,0.0,0.0
361,Juneau,US,58.3019,-134.4197,45.21,96,77,1.66,broken clouds,0.0,0.0
362,Athabasca,CA,54.7169,-113.2854,36.81,49,17,5.14,few clouds,0.0,0.0
363,Awbari,LY,26.5921,12.7805,72.59,23,6,12.55,clear sky,0.0,0.0
364,Pacific Grove,US,36.6177,-121.9166,67.42,79,100,1.01,overcast clouds,0.0,0.0
365,Luancheng,CN,37.8792,114.6517,31.69,95,100,11.41,light snow,0.0,0.46
366,Calama,CL,-22.4667,-68.9333,57.54,20,0,7.81,clear sky,0.0,0.0
367,Terra Santa,BR,-2.1042,-56.4869,76.26,88,60,1.01,moderate rain,1.12,0.0
368,Port Moresby,PG,-9.4431,147.1797,85.59,67,28,4.59,scattered clouds,0.0,0.0
369,Luebo,CD,-5.35,21.4167,68.99,99,98,2.84,overcast clouds,0.0,0.0
370,Vila Velha,BR,-20.3297,-40.2925,73.94,81,96,5.01,overcast clouds,0.0,0.0
371,Avera,US,33.194,-82.5271,50.68,36,100,15.41,overcast clouds,0.0,0.0
372,Saint-Louis,SN,16.3333,-15.0,86.54,18,19,9.71,few clouds,0.0,0.0
373,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.24,88,100,2.89,moderate rain,3.65,0.0
374,Vao,NC,-22.6667,167.4833,69.51,61,79,8.43,broken clouds,0.0,0.0
375,Novobelokatay,RU,55.7062,58.9549,34.14,50,100,22.01,light rain,0.14,0.0
376,Yantzaza,EC,-3.8278,-78.7594,68.29,98,57,0.65,light rain,0.47,0.0
377,Ascension,US,30.2169,-90.9001,61.99,74,1,5.75,clear sky,0.0,0.0
378,Haicheng,CN,40.8516,122.7475,28.99,70,100,16.71,snow,0.0,0.56
379,Nadym,RU,65.5333,72.5167,34.61,98,100,17.4,overcast clouds,0.0,0.0
380,Kodiak,US,57.79,-152.4072,33.94,61,40,10.22,scattered clouds,0.0,0.0
381,Port Keats,AU,-14.25,129.55,88.43,61,85,4.41,overcast clouds,0.0,0.0
382,Ordu,TR,40.9086,37.6845,43.3,73,57,4.99,broken clouds,0.0,0.0
383,Ati,TD,13.2154,18.3353,83.19,19,6,9.04,clear sky,0.0,0.0
384,Rio Gallegos,AR,-51.6226,-69.2181,52.03,60,100,8.21,overcast clouds,0.0,0.0
385,Methoni,GR,36.8197,21.7049,55.26,62,87,5.53,overcast clouds,0.0,0.0
386,Fukue,JP,32.6881,128.8419,66.87,65,0,9.53,clear sky,0.0,0.0
387,Padang,ID,-0.9492,100.3543,73.45,91,100,4.97,overcast clouds,0.0,0.0
388,Poum,NC,-20.2333,164.0167,73.2,71,84,5.61,broken clouds,0.0,0.0
389,Imbituba,BR,-28.24,-48.6703,71.82,91,100,4.12,overcast clouds,0.0,0.0
390,Balabac,PH,7.9868,117.0645,83.57,75,100,8.28,overcast clouds,0.0,0.0
391,Winnemucca,US,40.973,-117.7357,44.65,81,90,6.91,overcast clouds,0.0,0.0
392,Anaco,VE,9.4389,-64.4728,78.66,66,96,5.5,overcast clouds,0.0,0.0
393,Alcala De Henares,ES,40.4821,-3.36,48.24,66,0,8.05,clear sky,0.0,0.0
394,Tezu,IN,27.9167,96.1667,60.35,36,53,4.54,broken clouds,0.0,0.0
395,Salinopolis,BR,-0.6136,-47.3561,80.13,84,100,9.13,overcast clouds,0.0,0.0
396,Lubao,PH,14.9167,120.55,83.14,74,34,5.06,scattered clouds,0.0,0.0
397,Ucluelet,CA,48.9329,-125.5528,42.04,92,100,6.35,overcast clouds,0.0,0.0
398,Bani,DO,18.2833,-70.3333,82.85,83,62,3.91,broken clouds,0.0,0.0
399,Alice Springs,AU,-23.7,133.8833,71.15,83,75,4.61,broken clouds,0.0,0.0
400,High Level,CA,58.5169,-117.136,32.23,98,100,1.7,overcast clouds,0.0,0.0
401,Humaita,BR,-7.5061,-63.0208,74.19,98,100,2.77,overcast clouds,0.0,0.0
402,Hohhot,CN,40.8106,111.6522,14.88,78,99,1.3,overcast clouds,0.0,0.0
403,Coahuayana,MX,18.7333,-103.6833,81.07,82,99,3.69,overcast clouds,0.0,0.0
404,Garowe,SO,8.4054,48.4845,69.12,77,31,6.44,scattered clouds,0.0,0.0
405,Suoyarvi,RU,62.0833,32.35,35.49,79,96,7.52,overcast clouds,0.0,0.0
406,Zhigansk,RU,66.7697,123.3711,-5.15,90,98,10.85,overcast clouds,0.0,0.0
407,Pokrovsk,UA,48.282,37.1758,42.75,77,66,6.87,broken clouds,0.0,0.0
408,Riachao Das Neves,BR,-11.7461,-44.91,71.94,90,68,2.75,broken clouds,0.0,0.0
409,Selma,US,36.5708,-119.6121,71.04,59,78,9.31,broken clouds,0.0,0.0
410,Vagur,FO,61.4732,-6.8119,48.09,93,100,29.28,overcast clouds,0.0,0.0
411,Lavrentiya,RU,65.5833,-171.0,7.27,76,4,5.68,clear sky,0.0,0.0
412,Lewistown,US,40.5992,-77.5714,43.79,65,1,0.0,clear sky,0.0,0.0
413,Jardim,BR,-21.4803,-56.1381,72.81,78,100,5.7,overcast clouds,0.0,0.0
414,Grand-Santi,GF,4.25,-54.3833,73.98,98,100,2.3,light rain,0.18,0.0
415,Paducah,US,37.0834,-88.6001,50.61,74,1,0.0,clear sky,0.0,0.0
416,Jasper,US,37.2001,-94.3502,55.98,69,1,5.75,clear sky,0.0,0.0
417,Lannion,FR,48.75,-3.4167,53.58,87,90,16.11,overcast clouds,0.0,0.0
418,Izumo,JP,35.3667,132.7667,60.28,75,23,10.11,few clouds,0.0,0.0
419,Yerofey Pavlovich,RU,53.9667,121.9667,14.34,50,89,0.94,overcast clouds,0.0,0.0
420,Asyut,EG,27.181,31.1837,70.72,50,0,4.47,clear sky,0.0,0.0
421,Olindina,BR,-11.3667,-38.3333,73.71,94,96,4.5,moderate rain,2.73,0.0
422,Faanui,PF,-16.4833,-151.75,80.6,67,92,2.48,overcast clouds,0.0,0.0
423,Leh,IN,34.1667,77.5833,17.33,70,3,3.2,clear sky,0.0,0.0
424,Hirado,JP,33.3597,129.5531,65.39,62,0,18.21,clear sky,0.0,0.0
425,Madimba,TZ,-10.4,40.3333,76.06,87,50,4.05,scattered clouds,0.0,0.0
426,Marystown,CA,47.1666,-55.1483,41.86,100,71,17.11,broken clouds,0.0,0.0
427,Olinda,BR,-8.0089,-34.8553,79.18,83,29,10.76,scattered clouds,0.0,0.0
428,Bulawayo,ZW,-20.15,28.5833,73.24,34,56,5.39,broken clouds,0.0,0.0
429,Maraba,BR,-5.3686,-49.1178,73.42,96,100,3.42,overcast clouds,0.0,0.0
430,Zhanaozen,KZ,43.3,52.8,32.05,23,0,10.11,clear sky,0.0,0.0
431,Maraa,BR,-1.8333,-65.3667,73.45,97,90,0.85,heavy intensity rain,6.48,0.0
432,Kurgan,RU,55.45,65.3333,31.3,49,99,17.31,overcast clouds,0.0,0.0
433,Westport,US,41.1415,-73.3579,47.75,70,1,3.09,clear sky,0.0,0.0
434,Hvolsvollur,IS,63.7533,-20.2243,33.19,96,100,6.11,overcast clouds,0.0,0.0
435,Lerwick,GB,60.1545,-1.1494,50.0,81,100,26.31,overcast clouds,0.0,0.0
436,Matane,CA,48.8286,-67.522,43.84,53,14,16.84,few clouds,0.0,0.0
437,Makakilo City,US,21.3469,-158.0858,82.15,68,90,13.8,overcast clouds,0.0,0.0
438,Shu,KZ,43.5983,73.7614,21.56,58,0,1.7,clear sky,0.0,0.0
439,Gubin,PL,51.9496,14.7284,45.37,78,97,12.64,overcast clouds,0.0,0.0
440,Ukiah,US,39.1502,-123.2078,59.38,66,1,8.05,clear sky,0.0,0.0
441,Gladstone,AU,-23.85,151.25,81.79,61,90,12.66,overcast clouds,0.0,0.0
442,Januaria,BR,-15.4833,-44.3667,77.38,69,86,1.74,overcast clouds,0.0,0.0
443,Auki,SB,-8.7676,160.7034,86.77,55,8,3.2,clear sky,0.0,0.0
444,Torbay,CA,47.6666,-52.7314,41.27,83,33,1.01,scattered clouds,0.0,0.0
445,Mahibadhoo,MV,3.7833,72.9667,82.56,71,87,17.76,overcast clouds,0.0,0.0
446,Senanga,ZM,-16.1167,23.2667,80.35,27,72,4.32,broken clouds,0.0,0.0
447,Pizarro,CO,4.9533,-77.366,77.05,87,100,2.62,light rain,0.16,0.0
448,Bull Savanna,JM,17.8868,-77.5902,77.5,83,98,6.35,overcast clouds,0.0,0.0
449,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.31,77,54,7.58,broken clouds,0.0,0.0
450,Floro,NO,61.5996,5.0328,44.56,76,90,21.85,light rain,0.1,0.0
451,Roma,US,43.2128,-75.4557,42.84,77,1,0.0,clear sky,0.0,0.0
452,Beyneu,KZ,45.3167,55.2,34.61,63,0,9.66,clear sky,0.0,0.0
453,Poiana Teiului,RO,47.1,25.9667,41.72,91,90,3.58,overcast clouds,0.0,0.0
454,Homer,US,59.6425,-151.5483,36.09,91,89,8.84,overcast clouds,0.0,0.0
455,Jalu,LY,29.0331,21.5482,68.31,45,0,6.15,clear sky,0.0,0.0
456,Copiapo,CL,-27.3667,-70.3333,65.59,48,0,3.78,clear sky,0.0,0.0
457,Eureka,US,40.8021,-124.1637,58.57,69,66,4.0,broken clouds,0.0,0.0
458,North Bend,US,43.4065,-124.2243,51.85,92,75,10.36,broken clouds,0.0,0.0
459,Svetlaya,RU,46.5389,138.3297,35.02,32,82,9.53,broken clouds,0.0,0.0
460,Virginia Beach,US,36.8529,-75.978,59.04,72,100,5.01,overcast clouds,0.0,0.0
461,Henties Bay,NA,-22.116,14.2845,57.58,92,3,8.66,clear sky,0.0,0.0
462,Karratha,AU,-20.7377,116.8463,81.1,42,11,10.33,few clouds,0.0,0.0
463,Pangoa,PE,-12.1167,-73.0,68.81,99,100,2.57,light rain,0.29,0.0
464,Tambun,ID,-6.2641,107.0712,85.48,79,100,1.7,light rain,0.35,0.0
465,Gelemso,ET,8.8167,40.5167,59.72,36,33,1.97,scattered clouds,0.0,0.0
466,Chiang Rai,TH,19.9167,99.9167,71.13,99,12,1.34,few clouds,0.0,0.0
467,Elizabeth City,US,36.2946,-76.2511,60.98,84,90,3.0,overcast clouds,0.0,0.0
468,Poshekhonye,RU,58.4993,39.1353,37.89,92,100,7.07,overcast clouds,0.0,0.0
469,Salinas,US,36.6777,-121.6555,67.41,73,1,10.36,haze,0.0,0.0
470,Aklavik,CA,68.2191,-135.0107,5.02,96,100,3.47,overcast clouds,0.0,0.0
471,Namwala,ZM,-15.7504,26.4384,74.05,32,8,5.06,clear sky,0.0,0.0
472,Itarema,BR,-2.9248,-39.9167,80.35,80,66,14.56,broken clouds,0.0,0.0
473,Tura,IN,25.5198,90.2201,61.56,91,10,4.14,clear sky,0.0,0.0
474,Ankara,TR,39.9199,32.8543,55.2,69,57,3.96,broken clouds,0.0,0.0
475,Naze,JP,28.3667,129.4833,69.17,76,80,19.42,broken clouds,0.0,0.0
476,Kirakira,SB,-10.4544,161.9205,84.7,69,16,7.63,few clouds,0.0,0.0
477,Daru,PG,-9.0763,143.2092,85.84,69,51,5.44,broken clouds,0.0,0.0
478,Oksfjord,NO,70.2396,22.3479,31.12,90,92,7.9,overcast clouds,0.0,0.0
479,Vinh,VN,18.6667,105.6667,75.61,92,49,1.54,scattered clouds,0.0,0.0
480,Namtsy,RU,62.7161,129.6658,-9.29,99,97,3.02,overcast clouds,0.0,0.0
481,Le Port,RE,-20.9373,55.2919,71.56,91,8,3.04,clear sky,0.0,0.0
482,Dakar,SN,14.6937,-17.4441,79.68,73,25,14.7,scattered clouds,0.0,0.0
483,Kholtoson,RU,50.2981,103.3097,8.6,71,52,3.02,broken clouds,0.0,0.0
484,Acarau,BR,-2.8856,-40.12,80.47,82,72,15.52,broken clouds,0.0,0.0
485,Saiki,JP,32.95,131.9,64.85,64,60,11.25,broken clouds,0.0,0.0
486,Maharajganj,IN,27.1333,83.5667,61.84,74,71,2.51,broken clouds,0.0,0.0
487,Velingara,SN,13.15,-14.1167,81.68,55,28,5.39,scattered clouds,0.0,0.0
488,Ebeltoft,DK,56.1944,10.6821,51.82,93,75,9.22,light rain,0.79,0.0
489,Honiara,SB,-9.4333,159.95,86.32,66,8,6.8,clear sky,0.0,0.0
490,Tilichiki,RU,60.4667,166.1,27.39,89,99,4.27,overcast clouds,0.0,0.0
491,Soe,ID,-9.8607,124.284,81.64,51,53,3.6,broken clouds,0.0,0.0
492,San Jose,US,37.3394,-121.895,66.81,58,75,1.01,broken clouds,0.0,0.0
493,San Joaquin,US,37.9333,-121.3011,65.12,63,75,10.36,broken clouds,0.0,0.0
494,Melbu,NO,68.5044,14.8297,39.22,82,95,1.88,overcast clouds,0.0,0.0
495,Zalantun,CN,48.0,122.7167,17.96,53,87,4.16,overcast clouds,0.0,0.0
496,Urucara,BR,-2.5364,-57.76,75.96,92,88,2.59,moderate rain,2.05,0.0
497,Moose Factory,CA,51.2585,-80.6094,46.72,82,21,9.01,few clouds,0.0,0.0
498,Vanavara,RU,60.34,102.2797,19.0,93,98,8.97,overcast clouds,0.0,0.0
499,Peniche,PT,39.3558,-9.3811,54.63,82,4,13.33,clear sky,0.0,0.0
500,Belaya Gora,RU,68.5333,146.4167,-8.45,94,68,3.94,broken clouds,0.0,0.0
501,Chekhov,RU,55.1431,37.4711,44.55,79,96,16.49,light rain,0.27,0.0
502,Axim,GH,4.8699,-2.2405,78.42,87,86,5.19,overcast clouds,0.0,0.0
503,Keti Bandar,PK,24.1447,67.4497,77.32,57,30,7.67,scattered clouds,0.0,0.0
504,Kununurra,AU,-15.7667,128.7333,78.78,89,55,3.44,light rain,0.32,0.0
505,Sistranda,NO,63.7256,8.834,36.9,67,75,25.12,broken clouds,0.0,0.0
506,Haverstraw,US,41.1976,-73.9646,49.91,74,0,1.01,clear sky,0.0,0.0
507,Clovis,US,36.8252,-119.7029,70.86,56,95,3.0,overcast clouds,0.0,0.0
508,Praia,CV,14.9215,-23.5087,77.76,75,94,12.44,overcast clouds,0.0,0.0
509,Lata,PT,40.1629,-8.3327,52.81,69,10,4.12,clear sky,0.0,0.0
510,Bahia Blanca,AR,-38.7196,-62.2724,58.59,48,100,6.31,moderate rain,2.52,0.0
511,Srednekolymsk,RU,67.45,153.6833,6.93,93,100,7.61,overcast clouds,0.0,0.0
512,Nemuro,JP,43.3236,145.575,45.03,79,80,14.12,light rain,0.53,0.0
513,San Policarpo,PH,12.1791,125.5072,82.29,84,100,13.27,light rain,0.16,0.0
514,Solnechnyy,RU,50.7214,136.6319,22.01,43,0,0.81,clear sky,0.0,0.0
515,Kiama,AU,-34.6833,150.8667,77.25,73,81,3.04,light rain,0.53,0.0
516,Tambopata,PE,-12.7333,-69.1833,69.73,99,95,5.14,heavy intensity rain,13.32,0.0
517,Novoagansk,RU,61.9449,76.6625,33.78,94,100,16.71,overcast clouds,0.0,0.0
518,Thai Binh,VN,20.45,106.3333,77.0,85,21,4.34,few clouds,0.0,0.0
519,Bedi,IN,22.5,70.05,76.08,39,69,10.38,broken clouds,0.0,0.0
520,Sayhat,SA,26.4852,50.0405,80.58,37,0,8.16,clear sky,0.0,0.0
521,Trincomalee,LK,8.5711,81.2335,77.34,85,100,13.06,overcast clouds,0.0,0.0
522,Baruun-Urt,MN,46.6806,113.2792,9.5,48,29,9.55,scattered clouds,0.0,0.0
523,Pangai,TO,-19.8,-174.35,78.53,77,93,17.22,overcast clouds,0.0,0.0
524,Antalaha,MG,-14.9003,50.2788,72.3,82,19,6.69,few clouds,0.0,0.0
525,Narasimharajapura,IN,13.6167,75.5167,66.34,96,78,2.08,broken clouds,0.0,0.0
526,Mbini,GQ,1.574,9.6134,77.67,90,100,6.76,light rain,0.28,0.0
527,Pauini,BR,-7.7136,-66.9764,75.13,92,88,4.16,light rain,0.6,0.0
528,Healdsburg,US,38.6105,-122.8692,64.09,66,75,5.01,broken clouds,0.0,0.0
529,Shubarshi,KZ,48.5872,57.1869,28.72,26,25,8.16,scattered clouds,0.0,0.0
530,Lufilufi,WS,-13.8745,-171.5986,81.84,77,41,12.12,scattered clouds,0.0,0.0
531,Hanmer Springs,NZ,-42.5167,172.8167,71.64,48,16,2.71,few clouds,0.0,0.0
532,Almaznyy,RU,48.0448,40.045,48.34,81,97,12.21,overcast clouds,0.0,0.0
533,Puerto Ayacucho,VE,5.6639,-67.6236,76.15,91,95,7.74,overcast clouds,0.0,0.0
534,Ixtapa,MX,20.7,-105.2,82.22,85,20,4.0,few clouds,0.0,0.0
535,Buin,CL,-33.7333,-70.75,70.74,46,0,3.98,clear sky,0.0,0.0
536,San Ramon,US,37.7799,-121.978,64.38,64,100,1.99,overcast clouds,0.0,0.0
537,Belmonte,BR,-15.8631,-38.8828,75.24,89,100,8.34,overcast clouds,0.0,0.0
538,Tabou,CI,4.423,-7.3528,78.48,85,68,5.17,broken clouds,0.0,0.0
539,Ngama,TD,11.7833,17.1667,84.4,25,5,5.99,clear sky,0.0,0.0
540,Yumen,CN,40.2833,97.2,9.77,43,0,3.49,clear sky,0.0,0.0
541,El Reten,CO,10.6114,-74.2682,80.29,81,65,3.36,broken clouds,0.0,0.0
